RequestID, FirstFitFragments, BestFitFragments, FirstFitNodesTraversed, BestFitNodesTraversed
190, 4, 2, 834, 1297
191, 4, 2, 834, 1297
192, 4, 2, 834, 1297
193, 4, 2, 843, 1318
194, 3, 2, 843, 1318
195, 3, 3, 864, 1338
196, 3, 3, 865, 1359
197, 3, 3, 865, 1359
198, 3, 3, 875, 1380
199, 4, 3, 894, 1402
200, 4, 3, 894, 1402
201, 4, 3, 894, 1423
202, 4, 3, 894, 1423
203, 3, 3, 894, 1423
204, 3, 4, 896, 1444
205, 3, 4, 896, 1444
206, 3, 4, 900, 1444
207, 1, 3, 900, 1444
208, 1, 3, 905, 1465
209, 1, 4, 913, 1487
210, 1, 4, 926, 1510
211, 1, 4, 947, 1510
212, 1, 4, 947, 1510
213, 2, 4, 953, 1510
214, 2, 3, 953, 1510
215, 2, 3, 953, 1510
216, 2, 3, 953, 1510
217, 3, 3, 962, 1532
218, 3, 3, 962, 1532
219, 3, 3, 975, 1555
220, 3, 3, 975, 1555
221, 3, 3, 978, 1579
222, 2, 2, 978, 1579
223, 2, 2, 978, 1579
224, 2, 2, 1000, 1579
225, 2, 3, 1000, 1602
226, 2, 3, 1000, 1602
227, 2, 3, 1000, 1602
228, 2, 2, 1000, 1602
229, 2, 3, 1004, 1625
230, 2, 3, 1004, 1625
231, 2, 2, 1004, 1625
232, 2, 2, 1004, 1625
233, 2, 2, 1004, 1625
234, 1, 2, 1004, 1625
235, 1, 2, 1012, 1648
236, 1, 1, 1012, 1648
237, 1, 1, 1012, 1648
238, 1, 2, 1033, 1668
239, 1, 2, 1042, 1689
240, 1, 2, 1044, 1710
241, 1, 3, 1059, 1731
242, 1, 3, 1059, 1731
243, 0, 3, 1059, 1731
244, 0, 3, 1059, 1731
245, 0, 2, 1059, 1731
246, 1, 2, 1069, 1752
247, 1, 2, 1069, 1752
248, 1, 2, 1081, 1773
249, 1, 2, 1081, 1773
250, 1, 2, 1102, 1795
251, 0, 2, 1102, 1795
252, 0, 2, 1102, 1795
253, 0, 1, 1102, 1795
254, 0, 1, 1102, 1795
255, 1, 1, 1108, 1814
256, 2, 2, 1118, 1833
257, 2, 2, 1118, 1833
258, 2, 3, 1119, 1853
259, 2, 3, 1119, 1853
260, 3, 3, 1124, 1874
261, 3, 4, 1139, 1896
262, 3, 4, 1159, 1919
263, 3, 4, 1175, 1943
264, 3, 5, 1198, 1967
265, 3, 4, 1198, 1967
266, 3, 4, 1198, 1967
267, 3, 3, 1198, 1967
268, 3, 3, 1222, 1967
269, 4, 3, 1232, 1989
270, 2, 3, 1232, 1989
271, 0, 2, 1232, 1989
272, 1, 3, 1238, 2009
273, 1, 3, 1238, 2030
274, 1, 3, 1238, 2030
275, 1, 3, 1247, 2030
276, 1, 3, 1247, 2030
277, 1, 3, 1247, 2030
278, 1, 3, 1256, 2030
279, 1, 2, 1256, 2030
280, 1, 3, 1257, 2051
281, 1, 3, 1257, 2051
282, 1, 3, 1266, 2073
283, 1, 2, 1266, 2073
284, 1, 2, 1287, 2095
285, 1, 2, 1287, 2095
286, 1, 2, 1287, 2095
287, 1, 1, 1287, 2095
288, 1, 1, 1297, 2116
289, 1, 1, 1315, 2116
290, 1, 1, 1334, 2116
291, 1, 1, 1334, 2116
292, 1, 1, 1334, 2116
293, 0, 1, 1334, 2116
294, 1, 2, 1340, 2135
295, 1, 2, 1352, 2155
296, 1, 2, 1352, 2155
297, 1, 1, 1352, 2155
298, 1, 1, 1352, 2155
299, 1, 1, 1363, 2172
300, 1, 1, 1377, 2190
301, 1, 1, 1377, 2190
302, 1, 1, 1377, 2190
303, 1, 1, 1377, 2190
304, 0, 1, 1377, 2190
305, 0, 1, 1377, 2190
306, 0, 2, 1378, 2204
307, 0, 2, 1378, 2204
308, 0, 2, 1385, 2218
309, 0, 2, 1385, 2218
310, 0, 3, 1395, 2233
311, 0, 2, 1395, 2233
312, 0, 2, 1395, 2233
313, 0, 2, 1395, 2233
314, 1, 2, 1401, 2247
315, 1, 2, 1403, 2262
316, 1, 2, 1403, 2262
317, 1, 2, 1413, 2276
318, 1, 1, 1413, 2276
319, 1, 1, 1424, 2290
320, 1, 1, 1436, 2305
321, 0, 1, 1436, 2305
322, 0, 0, 1436, 2305
323, 0, 0, 1436, 2305
324, 0, 1, 1437, 2318
325, 0, 1, 1437, 2318
326, 0, 1, 1443, 2330
327, 0, 0, 1443, 2330
328, 1, 1, 1451, 2342
329, 1, 1, 1451, 2342
330, 1, 0, 1451, 2342
331, 1, 0, 1451, 2342
332, 0, 0, 1451, 2342
333, 0, 1, 1453, 2351
334, 0, 1, 1456, 2361
335, 0, 1, 1464, 2372
336, 0, 1, 1464, 2372
337, 0, 1, 1464, 2372
338, 0, 1, 1468, 2382
339, 0, 1, 1476, 2393
340, 0, 1, 1476, 2393
341, 1, 1, 1481, 2404
342, 1, 1, 1493, 2415
343, 1, 1, 1506, 2426
344, 0, 1, 1506, 2426
345, 0, 1, 1506, 2426
346, 0, 1, 1506, 2426
347, 0, 2, 1511, 2437
348, 0, 2, 1511, 2437
349, 0, 2, 1511, 2437
350, 1, 3, 1514, 2448
351, 1, 3, 1521, 2460
352, 1, 3, 1530, 2473
353, 1, 4, 1540, 2487
354, 1, 4, 1553, 2502
355, 1, 4, 1564, 2518
356, 0, 3, 1564, 2518
357, 0, 3, 1564, 2518
358, 1, 3, 1567, 2534
359, 1, 2, 1567, 2534
360, 1, 2, 1581, 2549
361, 0, 2, 1581, 2549
362, 0, 3, 1583, 2565
363, 0, 3, 1586, 2582
364, 0, 2, 1586, 2582
365, 0, 2, 1586, 2582
366, 1, 3, 1596, 2598
367, 1, 3, 1596, 2598
368, 0, 2, 1596, 2598
369, 0, 2, 1596, 2598
370, 0, 2, 1600, 2612
371, 0, 2, 1600, 2612
372, 0, 0, 1600, 2612
373, 0, 1, 1605, 2624
374, 0, 1, 1605, 2624
375, 0, 1, 1611, 2636
376, 0, 1, 1611, 2636
377, 0, 1, 1611, 2636
378, 0, 0, 1611, 2636
379, 0, 0, 1611, 2636
380, 0, 0, 1615, 2644
381, 0, 0, 1615, 2644
382, 0, 0, 1615, 2644
383, 0, 0, 1615, 2644
384, 0, 0, 1616, 2648
385, 0, 0, 1616, 2648
386, 0, 0, 1619, 2652
387, 0, 0, 1623, 2657
388, 0, 0, 1623, 2657
389, 0, 0, 1623, 2657
390, 0, 0, 1627, 2661
391, 0, 0, 1628, 2666
392, 0, 0, 1634, 2672
393, 0, 0, 1641, 2679
394, 0, 0, 1641, 2679
395, 0, 0, 1643, 2687
396, 0, 1, 1649, 2696
397, 0, 1, 1658, 2706
398, 1, 1, 1665, 2717
399, 1, 1, 1676, 2728
400, 1, 1, 1676, 2728
401, 1, 1, 1676, 2728
402, 1, 1, 1687, 2739
403, 1, 1, 1687, 2739
404, 1, 1, 1687, 2739
405, 1, 1, 1691, 2751
406, 1, 1, 1691, 2751
407, 0, 0, 1691, 2751
408, 0, 0, 1691, 2751
409, 0, 0, 1694, 2760
410, 0, 0, 1694, 2760
411, 0, 0, 1701, 2769
412, 1, 1, 1702, 2779
413, 2, 2, 1706, 2790
414, 1, 1, 1706, 2790
415, 1, 2, 1710, 2801
416, 1, 2, 1710, 2801
417, 1, 1, 1710, 2801
418, 1, 0, 1710, 2801
419, 1, 0, 1718, 2809
420, 1, 0, 1727, 2818
421, 1, 0, 1731, 2828
422, 1, 0, 1743, 2838
423, 1, 0, 1756, 2849
424, 0, 0, 1756, 2849
425, 0, 1, 1758, 2861
426, 1, 1, 1761, 2874
427, 1, 1, 1776, 2888
428, 1, 1, 1792, 2903
429, 1, 1, 1809, 2919
430, 1, 1, 1817, 2936
431, 1, 1, 1817, 2936
432, 0, 1, 1817, 2936
433, 0, 1, 1817, 2936
434, 0, 1, 1831, 2952
435, 0, 1, 1831, 2952
436, 0, 1, 1831, 2952
437, 0, 1, 1831, 2952
438, 0, 1, 1840, 2968
439, 1, 2, 1850, 2984
440, 1, 2, 1850, 2984
441, 1, 3, 1859, 3001
442, 1, 2, 1859, 3001
443, 1, 2, 1859, 3001
444, 1, 2, 1859, 3001
445, 1, 2, 1873, 3015
446, 1, 2, 1892, 3030
447, 1, 2, 1907, 3046
448, 1, 2, 1927, 3062
449, 1, 2, 1944, 3079
450, 1, 2, 1944, 3079
451, 1, 2, 1945, 3096
452, 1, 2, 1945, 3096
453, 1, 2, 1965, 3114
454, 1, 2, 1965, 3114
455, 1, 2, 1971, 3132
456, 2, 2, 1978, 3151
457, 2, 2, 1999, 3171
458, 2, 2, 1999, 3171
459, 2, 2, 2001, 3192
460, 2, 2, 2001, 3192
461, 2, 2, 2018, 3213
462, 3, 3, 2022, 3234
463, 3, 3, 2022, 3256
464, 3, 3, 2022, 3256
465, 3, 3, 2033, 3256
466, 3, 3, 2033, 3256
467, 3, 3, 2033, 3256
468, 3, 3, 2033, 3256
469, 4, 4, 2051, 3279
470, 4, 4, 2051, 3279
471, 3, 3, 2051, 3279
472, 3, 3, 2051, 3279
473, 4, 3, 2064, 3302
474, 4, 3, 2064, 3302
475, 4, 3, 2064, 3302
476, 4, 3, 2064, 3302
477, 4, 3, 2064, 3302
478, 4, 3, 2064, 3302
479, 3, 2, 2064, 3302
480, 3, 2, 2064, 3302
481, 3, 2, 2064, 3302
482, 3, 2, 2064, 3302
483, 3, 2, 2064, 3302
484, 2, 2, 2064, 3302
485, 2, 2, 2064, 3302
486, 1, 2, 2064, 3302
487, 1, 3, 2067, 3322
488, 1, 3, 2067, 3322
489, 1, 3, 2067, 3322
490, 1, 3, 2067, 3322
491, 1, 3, 2067, 3322
492, 1, 2, 2067, 3322
493, 1, 1, 2067, 3322
494, 1, 1, 2075, 3341
495, 1, 2, 2084, 3361
496, 1, 2, 2094, 3382
497, 1, 3, 2111, 3404
498, 1, 3, 2131, 3404
499, 1, 3, 2131, 3404
500, 2, 3, 2139, 3426
501, 2, 3, 2139, 3426
502, 2, 3, 2139, 3426
503, 3, 3, 2141, 3426
504, 3, 3, 2141, 3426
505, 3, 3, 2162, 3426
506, 3, 3, 2162, 3426
507, 3, 2, 2162, 3426
508, 3, 2, 2163, 3448
509, 3, 1, 2163, 3448
510, 4, 1, 2169, 3468
511, 4, 1, 2187, 3489
512, 4, 1, 2187, 3489
513, 4, 1, 2187, 3489
514, 3, 1, 2187, 3489
515, 3, 1, 2200, 3509
516, 2, 1, 2200, 3509
517, 2, 1, 2206, 3528
518, 2, 1, 2223, 3548
519, 2, 1, 2223, 3548
520, 3, 1, 2241, 3569
521, 3, 1, 2248, 3591
522, 3, 1, 2248, 3591
523, 2, 1, 2248, 3591
524, 2, 1, 2248, 3591
525, 2, 2, 2257, 3612
526, 2, 2, 2257, 3612
527, 2, 3, 2257, 3634
528, 2, 4, 2257, 3657
529, 2, 4, 2263, 3681
530, 2, 3, 2263, 3681
531, 2, 3, 2263, 3681
532, 2, 3, 2263, 3681
533, 2, 3, 2263, 3681
534, 2, 4, 2263, 3704
535, 2, 4, 2263, 3704
536, 2, 4, 2263, 3704
537, 2, 4, 2263, 3704
538, 2, 4, 2263, 3704
539, 3, 4, 2269, 3728
540, 3, 4, 2269, 3728
541, 3, 4, 2269, 3752
542, 3, 4, 2269, 3752
543, 3, 3, 2269, 3752
544, 3, 3, 2279, 3775
545, 3, 2, 2279, 3775
546, 3, 2, 2279, 3775
547, 3, 2, 2279, 3775
548, 3, 2, 2279, 3775
549, 2, 2, 2279, 3775
550, 2, 2, 2284, 3797
551, 2, 2, 2284, 3797
552, 2, 1, 2284, 3797
553, 2, 2, 2305, 3819
554, 2, 2, 2305, 3819
555, 2, 2, 2305, 3819
556, 2, 2, 2305, 3819
557, 2, 2, 2305, 3819
558, 2, 3, 2317, 3840
559, 3, 4, 2331, 3862
560, 4, 4, 2350, 3885
561, 4, 4, 2350, 3885
562, 4, 4, 2350, 3885
563, 4, 4, 2350, 3885
564, 4, 4, 2350, 3885
565, 4, 3, 2350, 3885
566, 4, 3, 2367, 3907
567, 4, 3, 2367, 3907
568, 3, 3, 2367, 3907
569, 4, 3, 2373, 3929
570, 4, 3, 2373, 3929
571, 4, 3, 2373, 3929
572, 4, 3, 2384, 3950
573, 3, 2, 2384, 3950
574, 3, 2, 2393, 3971
575, 2, 2, 2393, 3971
576, 2, 2, 2393, 3971
577, 2, 3, 2394, 3991
578, 2, 2, 2394, 3991
579, 2, 3, 2395, 4011
580, 2, 4, 2397, 4032
581, 2, 4, 2397, 4032
582, 3, 5, 2409, 4054
583, 3, 5, 2409, 4054
584, 3, 6, 2412, 4077
585, 3, 6, 2412, 4077
586, 3, 5, 2412, 4077
587, 3, 6, 2413, 4100
588, 2, 5, 2413, 4100
589, 2, 5, 2429, 4123
590, 2, 5, 2446, 4146
591, 2, 5, 2450, 4169
592, 2, 5, 2450, 4169
593, 2, 5, 2468, 4193
594, 2, 5, 2488, 4218
595, 2, 5, 2509, 4244
596, 2, 5, 2509, 4244
597, 2, 4, 2509, 4244
598, 2, 4, 2509, 4244
599, 2, 4, 2509, 4244
600, 2, 4, 2509, 4244
601, 2, 4, 2509, 4244
602, 2, 3, 2509, 4244
603, 2, 3, 2533, 4269
604, 2, 3, 2533, 4269
605, 2, 2, 2533, 4269
606, 2, 2, 2533, 4293
607, 3, 2, 2536, 4317
608, 3, 2, 2536, 4317
609, 3, 2, 2558, 4340
610, 3, 2, 2558, 4340
611, 4, 3, 2564, 4364
612, 4, 3, 2564, 4364
613, 5, 4, 2585, 4389
614, 5, 4, 2585, 4389
615, 5, 4, 2586, 4415
616, 5, 4, 2586, 4415
617, 5, 4, 2586, 4415
618, 4, 4, 2586, 4415
619, 4, 4, 2586, 4415
620, 4, 4, 2586, 4415
621, 4, 4, 2586, 4415
622, 4, 4, 2586, 4415
623, 4, 4, 2586, 4415
624, 4, 4, 2586, 4415
625, 5, 4, 2590, 4441
626, 3, 4, 2590, 4441
627, 3, 4, 2590, 4441
628, 3, 4, 2590, 4441
629, 3, 4, 2590, 4441
630, 2, 3, 2590, 4441
631, 2, 3, 2590, 4441
632, 3, 3, 2610, 4465
633, 3, 3, 2610, 4465
634, 3, 2, 2610, 4465
635, 3, 2, 2610, 4465
636, 4, 3, 2613, 4488
637, 4, 3, 2613, 4488
638, 4, 3, 2621, 4512
639, 4, 3, 2621, 4512
640, 4, 3, 2621, 4512
641, 4, 3, 2621, 4512
642, 4, 3, 2621, 4512
643, 4, 3, 2621, 4512
644, 4, 3, 2645, 4536
645, 4, 3, 2645, 4536
646, 4, 4, 2669, 4560
647, 4, 4, 2694, 4585
648, 4, 4, 2694, 4585
649, 5, 4, 2720, 4585
650, 5, 4, 2720, 4585
651, 5, 4, 2720, 4585
652, 6, 4, 2729, 4585
653, 5, 4, 2729, 4585
654, 5, 4, 2729, 4585
655, 5, 4, 2750, 4611
656, 5, 4, 2750, 4611
657, 5, 4, 2750, 4611
658, 5, 4, 2750, 4611
659, 5, 4, 2750, 4611
660, 4, 3, 2750, 4611
661, 5, 3, 2763, 4636
662, 5, 3, 2763, 4636
663, 5, 3, 2763, 4636
664, 5, 3, 2763, 4636
665, 5, 3, 2763, 4636
666, 5, 3, 2763, 4636
667, 6, 4, 2765, 4661
668, 5, 4, 2765, 4661
669, 6, 5, 2779, 4687
670, 7, 5, 2802, 4714
671, 7, 5, 2802, 4714
672, 7, 5, 2802, 4714
673, 7, 4, 2802, 4714
674, 7, 4, 2802, 4714
675, 8, 5, 2820, 4741
676, 8, 5, 2820, 4769
677, 8, 5, 2820, 4769
678, 8, 5, 2820, 4798
679, 7, 4, 2820, 4798
680, 7, 3, 2820, 4798
681, 7, 4, 2838, 4825
682, 7, 4, 2838, 4825
683, 7, 3, 2838, 4825
684, 5, 2, 2838, 4825
685, 5, 2, 2838, 4825
686, 5, 2, 2838, 4825
687, 6, 3, 2853, 4851
688, 6, 3, 2856, 4878
689, 6, 3, 2875, 4905
690, 7, 3, 2900, 4932
691, 7, 3, 2900, 4932
692, 6, 3, 2900, 4932
693, 6, 3, 2905, 4958
694, 7, 3, 2924, 4984
695, 7, 3, 2924, 4984
696, 7, 3, 2924, 4984
697, 7, 3, 2924, 4984
698, 7, 3, 2924, 4984
699, 7, 3, 2924, 4984
700, 7, 3, 2924, 4984
701, 7, 3, 2924, 4984
702, 7, 3, 2924, 4984
703, 6, 3, 2924, 4984
704, 6, 3, 2924, 4984
705, 6, 3, 2952, 4984
706, 6, 2, 2952, 4984
707, 6, 2, 2952, 4984
708, 6, 3, 2954, 5009
709, 5, 2, 2954, 5009
710, 5, 2, 2954, 5009
711, 5, 2, 2954, 5009
712, 5, 1, 2954, 5009
713, 5, 0, 2954, 5009
714, 4, 0, 2954, 5009
715, 4, 1, 2965, 5031
716, 3, 1, 2965, 5031
717, 3, 1, 2987, 5053
718, 3, 1, 2987, 5053
719, 3, 1, 2987, 5053
720, 4, 1, 3012, 5076
721, 4, 1, 3012, 5100
722, 4, 1, 3012, 5124
723, 3, 1, 3012, 5124
724, 3, 1, 3019, 5148
725, 3, 2, 3019, 5172
726, 3, 2, 3019, 5172
727, 3, 2, 3019, 5172
728, 3, 3, 3019, 5196
729, 3, 3, 3019, 5196
730, 3, 3, 3019, 5196
731, 3, 3, 3019, 5196
732, 3, 3, 3019, 5196
733, 3, 3, 3019, 5196
734, 3, 3, 3019, 5196
735, 4, 3, 3025, 5196
736, 4, 3, 3025, 5196
737, 4, 2, 3025, 5196
738, 4, 2, 3025, 5196
739, 4, 2, 3025, 5196
740, 4, 3, 3026, 5220
741, 4, 4, 3029, 5245
742, 5, 4, 3038, 5271
743, 5, 3, 3038, 5271
744, 5, 3, 3038, 5297
745, 4, 3, 3038, 5297
746, 4, 3, 3058, 5322
747, 3, 3, 3058, 5322
748, 3, 3, 3058, 5322
749, 3, 3, 3072, 5348
750, 3, 3, 3072, 5348
751, 3, 3, 3072, 5348
752, 3, 3, 3072, 5348
753, 3, 3, 3072, 5348
754, 4, 3, 3087, 5374
755, 4, 3, 3087, 5374
756, 3, 3, 3087, 5374
757, 3, 3, 3087, 5374
758, 3, 2, 3087, 5374
759, 3, 2, 3096, 5399
760, 3, 2, 3096, 5399
761, 3, 2, 3096, 5399
762, 3, 2, 3096, 5399
763, 3, 2, 3097, 5424
764, 3, 2, 3097, 5424
765, 3, 2, 3097, 5424
766, 4, 2, 3099, 5449
767, 4, 2, 3099, 5449
768, 3, 2, 3099, 5449
769, 3, 2, 3099, 5449
770, 4, 2, 3106, 5449
771, 4, 2, 3106, 5449
772, 4, 2, 3106, 5449
773, 4, 2, 3127, 5474
774, 4, 2, 3150, 5499
775, 4, 1, 3150, 5499
776, 4, 1, 3150, 5499
777, 4, 1, 3150, 5523
778, 4, 1, 3150, 5523
779, 4, 1, 3162, 5547
780, 4, 1, 3162, 5547
781, 4, 1, 3162, 5547
782, 4, 1, 3162, 5547
783, 4, 1, 3162, 5547
784, 4, 1, 3162, 5547
785, 4, 1, 3162, 5547
786, 4, 1, 3162, 5547
787, 4, 1, 3162, 5547
788, 4, 1, 3162, 5547
789, 4, 1, 3162, 5547
790, 4, 1, 3162, 5547
791, 4, 1, 3162, 5547
792, 4, 1, 3162, 5547
793, 4, 1, 3162, 5547
794, 4, 1, 3162, 5547
795, 4, 1, 3162, 5547
796, 4, 1, 3162, 5547
797, 5, 1, 3174, 5570
798, 5, 1, 3174, 5570
799, 5, 1, 3174, 5570
800, 5, 1, 3174, 5570
801, 5, 1, 3174, 5570
802, 5, 1, 3174, 5570
803, 4, 1, 3174, 5570
804, 4, 1, 3199, 5592
805, 4, 1, 3199, 5592
806, 3, 1, 3199, 5592
807, 3, 1, 3199, 5592
808, 3, 1, 3204, 5615
809, 3, 1, 3204, 5615
810, 3, 1, 3204, 5615
811, 3, 1, 3222, 5637
812, 2, 1, 3222, 5637
813, 2, 2, 3230, 5660
814, 3, 2, 3246, 5684
815, 3, 3, 3255, 5708
816, 3, 3, 3279, 5733
817, 4, 3, 3299, 5759
818, 4, 3, 3299, 5759
819, 4, 3, 3299, 5759
820, 4, 3, 3325, 5759
821, 4, 3, 3325, 5759
822, 4, 3, 3325, 5759
823, 4, 3, 3325, 5759
824, 4, 3, 3325, 5759
825, 5, 4, 3331, 5785
826, 5, 5, 3359, 5812
827, 5, 6, 3359, 5840
828, 5, 6, 3359, 5840
829, 5, 6, 3359, 5840
830, 5, 6, 3359, 5840
831, 5, 6, 3359, 5840
832, 5, 6, 3359, 5840
833, 5, 6, 3359, 5840
834, 5, 6, 3359, 5840
835, 5, 6, 3359, 5840
836, 5, 6, 3359, 5840
837, 5, 6, 3359, 5840
838, 5, 6, 3359, 5840
839, 5, 6, 3359, 5840
840, 5, 6, 3359, 5840
841, 5, 6, 3359, 5840
842, 5, 6, 3359, 5840
843, 5, 6, 3359, 5840
844, 4, 5, 3359, 5840
845, 4, 5, 3359, 5840
846, 4, 4, 3359, 5840
847, 4, 4, 3359, 5840
848, 4, 4, 3359, 5840
849, 3, 4, 3359, 5840
850, 4, 5, 3365, 5867
851, 5, 5, 3379, 5895
852, 5, 5, 3379, 5923
853, 5, 5, 3379, 5923
854, 4, 5, 3379, 5923
855, 4, 5, 3379, 5923
856, 4, 5, 3379, 5923
857, 4, 5, 3382, 5923
858, 5, 6, 3394, 5951
859, 5, 6, 3394, 5951
860, 5, 6, 3394, 5951
861, 5, 6, 3394, 5980
862, 5, 6, 3394, 5980
863, 5, 6, 3394, 5980
864, 5, 7, 3394, 6008
865, 5, 7, 3394, 6008
866, 6, 8, 3414, 6037
867, 6, 8, 3418, 6037
868, 6, 8, 3418, 6037
869, 6, 8, 3447, 6037
870, 6, 8, 3447, 6037
871, 6, 8, 3447, 6037
872, 6, 8, 3447, 6037
873, 6, 8, 3473, 6037
874, 6, 8, 3473, 6037
875, 6, 8, 3473, 6037
876, 6, 8, 3473, 6037
877, 6, 8, 3473, 6037
878, 6, 8, 3473, 6037
879, 6, 8, 3473, 6037
880, 6, 8, 3473, 6037
881, 6, 8, 3473, 6037
882, 7, 9, 3476, 6067
883, 7, 9, 3476, 6067
884, 7, 9, 3476, 6067
885, 7, 8, 3476, 6067
886, 8, 8, 3504, 6097
887, 8, 8, 3504, 6097
888, 8, 8, 3504, 6097
889, 8, 7, 3504, 6097
890, 8, 8, 3504, 6127
891, 8, 8, 3504, 6127
892, 8, 8, 3504, 6127
